pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1652 b,Kepler-1652,1,1,1,Transit,2017,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,38.09722,0.00021,-0.00021,0,0.1654,0.0042,-0.0075,0,1.6,0.18,-0.18,0,0.143,0.016,-0.016,0,,,,,,,,,,,,,,0.81,0.16,-0.13,0,268,27,-20,0,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,3638,51,-51,0,0.38,0.04,-0.04,0,0.4,0.04,-0.05,0,-0.3,0.12,-0.12,0,[Fe/H],4.88,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.86,1.133,-1.133,12.635,0.024,-0.024,16.0023,0.00464,-0.00464,2017-11-14 00:00:00,2017-12,2017-11-16 00:00:00
Kepler-1652 b,Kepler-1652,0,1,1,Transit,2017,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,38.09824,0.00089,-0.00089,0,0.178,,,0,1.39,0.65,-0.65,0,,,,,,,,,,,,,,0,,,0,,,,0,288,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,3885,200,-200,0,0.5,0.02,-0.02,0,0.52,0.03,-0.03,0,,,,0,,4.75,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,,,,16.86,1.133,-1.133,12.635,0.024,-0.024,16.0023,0.00464,-0.00464,2013-10-28 00:00:00,2014-01-08 00:00:00,2013-10-28 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,60.86616955,9.72e-06,-9.72e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4031.25,87.63,-87.63,0,,,,,,,,,-0.034,0.014,-0.014,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2016-07-26 00:00:00,2016-07,2016-07-28 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,60.866168,0.0005161,-0.0005161,0,0.247,,,0,1.56,0.15,-0.15,0,,,,,,,,,,,,,,0,,,0,0.93,0.25,-0.21,0,251,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3903,50,-60,0,0.52,0.05,-0.05,0,0.54,0.05,-0.05,0,-0.2,0.1,-0.1,0,[Fe/H],4.74,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2015-08-25 00:00:00,2015-09-24 00:00:00,2015-08-25 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,60.8660974,0.0006497,-0.0006497,0,0.2465,,,0,1.39,0.07,-0.1,0,,,,,,,,,,,,,,0,,,0,0.84,0.17,-0.16,0,244,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3808,69,-76,0,0.52,0.03,-0.04,0,0.54,0.03,-0.04,0,-0.02,0.15,-0.15,0,[Fe/H],4.73,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2017-05-08 00:00:00,2017-08-31 00:00:00,2017-05-08 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,60.86628,0.00049,-0.00049,0,0.2543,0.0043,-0.0038,0,2.15,0.12,-0.17,0,0.192,0.011,-0.015,0,,,,,,,,,,,,,,1.06,0.11,-0.15,0,290,21,-24,0,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,3950,56,-56,0,0.57,0.02,-0.03,0,0.59,0.03,-0.03,0,0.04,0.12,-0.12,0,[Fe/H],4.7,0.03,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2017-11-16 00:00:00,2017-12,2017-11-17 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,60.86722062,0.00045977,-0.00045977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4031.25,87.63,-87.63,0,,,,,,,,,-0.034,0.014,-0.014,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2019-04-16 00:00:00,2019-03,2019-04-18 00:00:00
Kepler-1410 b,Kepler-1410,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,60.866168,0.0005161,-0.0005161,0,,,,,1.78,0.12,-0.14,0,0.159,0.011,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4092,100.24,-77.85,0,0.6,0.03,-0.04,0,0.63,0.04,-0.04,0,0.01,0.152,-0.152,0,[Fe/H],4.67,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2016-05-06 00:00:00,2016-05,2016-05-10 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,60.8660974,0.0006497,-0.0006497,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4031.25,87.63,-87.63,0,,,,,,,,,-0.034,0.014,-0.014,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2018-09-25 00:00:00,2018-08-16 00:00:00,2018-09-25 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,60.866168,0.0005161,-0.0005161,0,0.247,,,0,1.56,0.15,-0.15,0,,,,,,,,,,,,,,0,,,0,0.93,0.25,-0.21,0,251,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3903,50,-60,0,0.52,0.05,-0.05,0,0.54,0.05,-0.05,0,-0.2,0.1,-0.1,0,[Fe/H],4.74,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2014-11-18 00:00:00,2014-12-04 00:00:00,2014-11-18 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,60.8713,0.0021,-0.0021,0,0.25,,,0,1.41,0.12,-0.12,0,,,,,,,,,,,,,,0,,,0,,,,0,264,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4110,61,-61,0,0.53,0.01,-0.01,0,0.56,0.01,-0.01,0,,,,0,,4.73,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2013-10-28 00:00:00,2014-01-08 00:00:00,2013-10-28 00:00:00
Kepler-1410 b,Kepler-1410,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,60.866168,0.0005161,-0.0005161,0,0.247,,,0,1.56,0.15,-0.15,0,,,,,,,,,,,,,,0,,,0,0.93,0.25,-0.21,0,251,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3903,50,-60,0,0.52,0.05,-0.05,0,0.54,0.05,-0.05,0,-0.2,0.1,-0.1,0,[Fe/H],4.74,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.743501,,,,16.319,0.115,-0.115,12.767,0.037,-0.037,15.9484,0.010915,-0.010915,2014-11-21 00:00:00,2014-12-18 00:00:00,2014-11-21 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,168.8116,0.002,-0.002,0,0.5421,0.0069,-0.0088,0,1.79,0.079,-0.119,0,0.16,0.007,-0.011,0,,,,,,,,,,,,,,0.82,0.13,-0.1,0,269,25,-20,0,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,4820,100,-100,0,0.71,0.03,-0.03,0,0.74,0.03,-0.03,0,-0.08,0.1,-0.1,0,[Fe/H],4.61,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2017-11-16 00:00:00,2017-12,2017-11-17 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.685,0.136,-0.101,0,0.15,0.012,-0.009,0,,,,,,,,,,,,,,0.83,0.02,-0.02,0,,,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4852,97,-97,0,0.71,0.03,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2018-09-04 00:00:00,2018-10,2018-09-06 00:00:00
Kepler-1544 b,Kepler-1544,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,168.811174,0.001271,-0.001271,0,,,,,1.78,0.09,-0.07,0,0.159,0.008,-0.006,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4886,73.93,-56.64,0,0.74,0.02,-0.02,0,0.81,0.02,-0.03,0,0.02,0.113,-0.109,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2016-05-06 00:00:00,2016-05,2016-05-10 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,168.811174,0.001271,-0.001271,0,0.54,,,0,1.83,4.73,-0.17,0,,,,,,,,,,,,,,0,,,0,1.02,13.7,-0.25,0,256,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4893,141,-110,0,0.76,1.97,-0.07,0,0.73,0.28,-0.06,0,-0.04,0.28,-0.24,0,[Fe/H],4.54,0.06,-0.98,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2015-08-25 00:00:00,2015-09-24 00:00:00,2015-08-25 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,168.811174,0.001271,-0.001271,0,0.54,,,0,1.83,4.73,-0.17,0,,,,,,,,,,,,,,0,,,0,1.02,13.7,-0.25,0,256,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4893,141,-110,0,0.76,1.97,-0.07,0,0.73,0.28,-0.06,0,-0.04,0.28,-0.24,0,[Fe/H],4.54,0.06,-0.98,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2014-11-21 00:00:00,2014-12-18 00:00:00,2014-11-21 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,168.81133,0.002102,-0.002102,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4787,122,-122,0,0.75,,,0,0.77,,,0,,,,,,4.58,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2018-09-25 00:00:00,2018-08-16 00:00:00,2018-09-25 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,168.811174,0.001271,-0.001271,0,0.54,,,0,1.83,4.73,-0.17,0,,,,,,,,,,,,,,0,,,0,1.02,13.7,-0.25,0,256,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4893,141,-110,0,0.76,1.97,-0.07,0,0.73,0.28,-0.06,0,-0.04,0.28,-0.24,0,[Fe/H],4.54,0.06,-0.98,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2014-11-18 00:00:00,2014-12-04 00:00:00,2014-11-18 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,168.81133,0.002102,-0.002102,0,0.5459,,,0,1.69,0.1,-0.06,0,,,,,,,,,,,,,,0,,,0,0.8,0.17,-0.12,0,241,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4798,95,-95,0,0.71,0.04,-0.03,0,0.77,0.03,-0.05,0,0,0.15,-0.15,0,[Fe/H],4.62,0.01,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2017-05-08 00:00:00,2017-08-31 00:00:00,2017-05-08 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,168.81128288,0.00054409,-0.00054409,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4787,122,-122,0,0.75,,,0,0.77,,,0,,,,,,4.58,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2019-04-16 00:00:00,2019-03,2019-04-18 00:00:00
Kepler-1544 b,Kepler-1544,0,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,168.80998904,7.1e-06,-7.1e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4787,122,-122,0,0.75,,,0,0.77,,,0,,,,,,4.58,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,335.09,1.666,-1.65,14.287,0.114,-0.114,11.903,0.018,-0.018,14.039,0.000333,-0.000333,2016-07-26 00:00:00,2016-07,2016-07-28 00:00:00
Kepler-283 c,Kepler-283,0,1,2,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,92.749023,0.001134,-0.001134,0,0.3661,,,0,38.67,5.91,-5.91,0,,,,,,,,,,,,,,0,,,0,2.51,1.71,-1.59,0,321,,,0,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5189,314,-798,0,0.72,0.11,-0.11,0,0.76,0.12,-0.12,0,-0.37,0.14,-0.14,0,[Fe/H],4.6,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m27.30s,293.6137413,+47d50m20.18s,47.838938,468.094,7.94,-7.684,16.216,0.275,-0.275,13.139,0.03,-0.03,15.8753,0.000719,-0.000719,2015-08-25 00:00:00,2015-09-24 00:00:00,2015-08-25 00:00:00
Kepler-283 c,Kepler-283,0,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,92.74935577,0.0004864,-0.0004864,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4250,122,-122,0,0.63,,,0,0.66,,,0,,,,,,4.66,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m27.30s,293.6137413,+47d50m20.18s,47.838938,468.094,7.94,-7.684,16.216,0.275,-0.275,13.139,0.03,-0.03,15.8753,0.000719,-0.000719,2019-04-16 00:00:00,2019-03,2019-04-18 00:00:00
